keyword,importance,ableton_train,flstudio_train,ableton_test,flstudio_test
know,0.002583177796180063,0.16955867602808425,0.20548604427333975,0.1678884137650173,0.20270270270270271
make,0.0025150097527681637,0.2461384152457372,0.3381456528713507,0.24312767257177764,0.33148811462064476
edition,0.002481272480322679,0.006318956870611836,0.05389797882579403,0.007737731622887396,0.045913383262780855
producer,0.0024356635556388897,0.03139418254764293,0.08421559191530317,0.02728568519649766,0.0696841419732986
using,0.0023812162155528414,0.18319959879638917,0.13835418671799807,0.18896355121156588,0.13415825464018236
pro,0.0023039006284417763,0.05478789309103782,0.05250146256770273,0.056260256087774144,0.05089355833508916
set,0.0022714512577514953,0.072584419926446,0.059485616511603036,0.07405144912780832,0.0611093020731575
way,0.002270930390328793,0.1778335005015045,0.15632017965992942,0.1779678273264101,0.15255617062845978
use,0.0022361485487569876,0.08071715145436309,0.0701596085980109,0.08170433720219915,0.06602084011722566
arrangement,0.002233157886190656,0.06018054162487462,0.010587102983638113,0.06963958460598656,0.0081406707912732
sample,0.0021731173473835876,0.13841524573721165,0.15126724414501122,0.14518428018733456,0.13220449365027678
help,0.0021454154992110773,0.15667001003009026,0.1769329483477703,0.15729993891264507,0.1891891891891892
simpler,0.002128842140663584,0.03119358074222668,0.002085338466474174,0.029321930360415395,0.0022793878215564964
making,0.0020017767681371986,0.0769307923771314,0.1278472890599936,0.07513744654856444,0.12341256919570173
thanks,0.0019993609991712457,0.21303911735205616,0.15688161693936478,0.21400936672775403,0.15174210354933246
new,0.0019759761445229305,0.2818455366098295,0.21174205967276227,0.274282223579719,0.20449365027678282
want,0.0019347361691507672,0.11277164827816784,0.1122874558870709,0.1175592207968506,0.11201563008791925
preference,0.0019156010274537915,0.03560682046138415,0.0019249278152069298,0.04153940134392181,0.0026050146532074245
music,0.001890722423261813,0.1760280842527583,0.21896053897978826,0.18224394217063736,0.20058612829697167
lite,0.0018833556878539459,0.027816783684386493,0.007111538872847824,0.030272178103577005,0.007489417127971344
ha,0.001881457409101388,0.052483537569229424,0.04891129988422536,0.05505829858436695,0.0467062138094092
m4l,0.0018711642067134515,0.026980942828485455,0.0,0.02402769293422928,0.0
808,0.0018362253620891474,0.00712136409227683,0.04154635867821623,0.007737731622887396,0.04395962227287528
macbook,0.001830186866419202,0.08415245737211635,0.021495027269810715,0.07289757686825493,0.020188863562357537
note,0.0018005689707064445,0.19368104312938816,0.22649983958934874,0.19833027896558747,0.17811787691305764
time,0.0017953561134131458,0.15235707121364092,0.14677574590952838,0.1471187130930564,0.14132204493650277
work,0.0017602986282131557,0.09805416248746239,0.08338145652871351,0.10014253716147424,0.08179746011071312
effect,0.0016747270416554232,0.1708124373119358,0.14485081809432146,0.18896355121156588,0.1439270595897102
play,0.001623052294082803,0.058676028084252756,0.06799120032998762,0.056171277307502106,0.06610224682513839
project,0.0016163660136884435,0.2658976930792377,0.2714148219441771,0.2673589900223987,0.2526864213611202
instrument,0.001601049663716695,0.1868605817452357,0.1246390760346487,0.17287721441661577,0.13155323998697493
really,0.0015755114013005019,0.19468405215646942,0.20773179339108117,0.18672368153125637,0.19895799413871704
free,0.0015734099281844915,0.043062520896021396,0.03144048764837985,0.047376637480485984,0.029306414848583522
vst,0.0015728663088325763,0.060615178869943165,0.05181264035931986,0.06658521686010996,0.04862694019320525
interface,0.0015431781409889116,0.13781344032096288,0.08453641321783767,0.1286906943596009,0.0801042005861283
file,0.0015365485692793405,0.21785356068204614,0.2340391401989092,0.23640806353084912,0.2090524259198958
idea,0.0015245834061249277,0.1205616850551655,0.09544433750401027,0.12298920790063124,0.09540866167372192
good,0.001508416602529275,0.12337011033099297,0.15319217196021817,0.11830584402362045,0.13806577661999347
image,0.0014675365419769093,0.009127382146439317,0.04266923323708694,0.014050091631032376,0.03874959296646044
need,0.0014603816520218811,0.10581745235707121,0.09063201796599295,0.1008959478721238,0.09426896776294366
external,0.001434661635034896,0.07773319959879639,0.023099133782483156,0.06515984524536754,0.030934549006838164
trying,0.001431242492919428,0.1510531594784353,0.14581328200192492,0.14986764406434536,0.14685770107456855
hey,0.0014110489501411743,0.11183550651955868,0.0933589990375361,0.11219710853186723,0.09605991533702377
problem,0.0014101141297325267,0.17953861584754263,0.20324029515559833,0.20586438607208307,0.19895799413871704
recording,0.0013889078867050837,0.15536609829488465,0.1608918832210459,0.14742414986764407,0.15630087919244545
standard,0.0013866544109251027,0.05035105315947844,0.007539300609560475,0.06068010588474852,0.007163790296320417
looking,0.0013808661273832694,0.1189568706118355,0.08678216233557909,0.11688047240887803,0.09899055682188213
record,0.0013724579313937433,0.12801738548980274,0.11608384130039567,0.11694834724767529,0.1185281667209378
patcher,0.0013543361021811494,0.00020060180541624874,0.02550529355149182,0.00020362451639177357,0.029957668511885378
fix,0.0013534968605801861,0.05035105315947844,0.06352261790182868,0.04510283038077784,0.0678931943992185
youtube,0.0013509351667631737,0.04493480441323972,0.07892204042348412,0.040724903278354714,0.07033539563660046
keyboard,0.0013047707097095438,0.1270812437311936,0.12816811036252806,0.12156383628588882,0.11429501790947574
thing,0.001296694397979344,0.16940822467402206,0.16522297080526147,0.17389533699857462,0.14718332790621946
tried,0.0012893571601962344,0.15626880641925778,0.1663458453641322,0.16554673182651192,0.15727775968739824
warp,0.001286484889828291,0.02437311935807422,0.0009624639076034649,0.027692934229281204,0.00032562683165092806
m1,0.0012815718530215503,0.0700100300902708,0.013474494706448507,0.06719609040928527,0.010745685444480626
max,0.001265383253792523,0.06569709127382146,0.011068334937439845,0.06312360008144981,0.010094431781178768
automation,0.0012610017547615637,0.07342026078234704,0.10009624639076034,0.06536346976175932,0.08205796157603387
able,0.0012544568140530016,0.14134068873286526,0.015038498556304139,0.1454727482522229,0.014924563117334201
issue,0.0012495304626020322,0.23149448345035106,0.1766121270452358,0.2366116880472409,0.1660696841419733
right,0.0012386057080191687,0.12507522567703108,0.13089509143407121,0.11199348401547546,0.13090198632367306
possible,0.0012191329527674523,0.05396188565697091,0.03480911132499198,0.05294237426186113,0.03500488440247476
different,0.0012135906220117386,0.12657973921765295,0.12111004170676933,0.1323559356546528,0.11722565939433409
bass,0.0011991170694390354,0.07592778335005015,0.0712223291626564,0.0708613317043372,0.085965483555845
question,0.001197981499492072,0.14122367101303912,0.1206288097529676,0.13296680920382814,0.126668837512211
guy,0.001187082318864519,0.10120361083249749,0.11292909849213988,0.10608837304011402,0.11071312276131554
video,0.0011811314621641307,0.11504513540621866,0.11693936477382098,0.11443697821217674,0.11494627157277759
hear,0.001163272041113492,0.03490471414242728,0.042401882151641535,0.03651666327292473,0.040703353956366005
guitar,0.0011618635319274445,0.12076228686058174,0.09512351620147577,0.101608633679495,0.08563985672419408
got,0.0011294601163560616,0.13891675025075226,0.12383702277831247,0.13398493178578702,0.11592315206773038
performance,0.0011218328143412445,0.057673019057171516,0.01507860121912095,0.061901852983099165,0.013350700097688049
hardware,0.0011210710086744246,0.04964894684052156,0.016041065126724416,0.056811240073304826,0.012048192771084338
change,0.001120304853228257,0.07326980942828486,0.0741097208854668,0.07798818977804928,0.07017258222077499
lot,0.0011098039773886645,0.11474423269809428,0.09367982034007058,0.11077173691712482,0.10061869098013676
mac,0.0011087455221595736,0.050511534603811435,0.016843118383060636,0.04968438199959275,0.017258222077499184
working,0.0011033511615224645,0.13019057171514545,0.11998716714789862,0.13052331500712686,0.11331813741452296
setting,0.0010992114077784617,0.10461384152457372,0.12399743342957972,0.1101608633679495,0.12276131553239987
mixing,0.0010933865165095005,0.0440320962888666,0.06929740134744947,0.04825901038485034,0.07912732009117551
think,0.0010872704419689434,0.0705616850551655,0.05991337824831569,0.07269395235186317,0.05698469553891241
daw,0.0010857847166948799,0.07883650952858576,0.07025986525505294,0.07595194461413154,0.07131227613155323
pitch,0.0010852702890670376,0.04242728184553661,0.07475136349053577,0.055589492974954184,0.05177466623249756
playing,0.00107746401740423,0.10812437311935807,0.09464228424767404,0.10914274078599064,0.09247802018886356
link,0.0010734989893243156,0.0261283851554664,0.03585178055822907,0.020769700671960906,0.03516769781830023
mix,0.0010722702993187173,0.045001671681711805,0.10143300181798738,0.046087015543338085,0.11288396830565506
used,0.0010657726214326226,0.061985957873620864,0.06448508180943215,0.0608837304011403,0.0592640833604689
version,0.0010650912212402984,0.11634904714142427,0.13314084055181263,0.13581755243331298,0.14001953760989905
best,0.0010629992614020678,0.07512537612838516,0.06320179659929419,0.08185705558949298,0.0638228590035819
open,0.001057320854201153,0.051922433968572386,0.05764089402202973,0.05070250458155162,0.052643004450233365
control,0.0010342535740799428,0.11389167502507523,0.06536734039140199,0.11392791692119732,0.06072940410289808
love,0.001034002383685621,0.05897693079237713,0.04812319538017324,0.0600692323355732,0.044610875936177144
start,0.001019931476148871,0.05243229689067202,0.05217356432467116,0.05370596619833028,0.047215890589384565
launchpad,0.0010162703285127627,0.03851554663991976,0.004491498235482836,0.032172673589900225,0.0016281341582546401
computer,0.0010151314067460024,0.12246740220661986,0.07507218479307026,0.11769497047444512,0.07359166395310973
say,0.0010140772808834844,0.04874623871614844,0.056624959897337186,0.05100794135613928,0.05600781504395962
volume,0.0010114828556388319,0.0633901705115346,0.08822585819698428,0.06862146202402769,0.10550309345490068
controller,0.0010083474132808047,0.11213640922768305,0.07587423804940648,0.11199348401547546,0.07294041028980788
loop,0.001001888312334133,0.04299565362754931,0.02662816811036253,0.04696938844770244,0.03429935960056442
wondering,0.0009955976925532146,0.08415245737211635,0.05999358357394931,0.08022805945835879,0.06610224682513839
et_cetera,0.0009943255248411429,0.09438314944834504,0.07683670195700995,0.0932600285074323,0.07684793226961902
key,0.0009892288780524816,0.0668505516549649,0.06300128328521014,0.06414172266340867,0.04737870400521003
better,0.0009879785434537627,0.07883650952858576,0.06929740134744947,0.06902871105681124,0.06545099316183653
sure,0.0009831866945323653,0.09819458375125376,0.0933589990375361,0.09427815108939117,0.08401172256593943
hello,0.0009738102344044598,0.08094282848545636,0.06528713506576837,0.07310120138464671,0.06805600781504396
production,0.0009713019697393938,0.06439317953861584,0.04363169714469041,0.0639380981470169,0.0371214588082058
folder,0.000965520402535949,0.11253761283851554,0.08453641321783767,0.14335165953980858,0.090524259198958
kick,0.0009635398760373187,0.045336008024072214,0.05871029836381136,0.04153940134392181,0.06479973949853468
tip,0.0009566299611446842,0.04653961885656971,0.046920115495668914,0.0508043168397475,0.04233148811462065
group,0.0009515776899681298,0.03931795386158476,0.014436958614051972,0.04377927102423132,0.010420058612829698
chain,0.000944495048257323,0.02457372116349047,0.015720243824189926,0.025758501323559356,0.014327580592640833
click,0.0009373726726039446,0.04593781344032096,0.052534488290022455,0.04143758908572592,0.052100293064148484
year,0.0009357131672767424,0.09257773319959879,0.08614051973051011,0.09346365302382406,0.08205796157603387
export,0.0009252589690275456,0.025142092945503177,0.04266923323708694,0.033122921333061835,0.04341691088679041
try,0.000922148242740719,0.12166499498495487,0.12632338787295477,0.12054571370392995,0.13415825464018236
master,0.0009096213113343095,0.04007021063189569,0.05389797882579403,0.04276114844227245,0.060240963855421686
user,0.0009042303424619735,0.06138415245737212,0.034327879371190244,0.06108735491753207,0.02474763920547053
omnisphere,0.0009009455747371631,0.006118355065195587,0.01828681424446583,0.009570352270413357,0.020840117225659396
pad,0.0008993630498059418,0.05917753259779338,0.02735001604106513,0.05233150071268581,0.020351676978183002
return,0.0008975366366881371,0.03480441323971916,0.0038498556304138597,0.032987171655467315,0.004233148811462064
window,0.0008967803040436579,0.12577733199598795,0.08646134103304459,0.12930156790877623,0.07880169325952459
plug,0.0008922756435624819,0.09771815446339017,0.1224735322425409,0.10155772755039706,0.10981764897427548
friend,0.0008864833648409648,0.03610832497492478,0.025024061597690085,0.03176542455711668,0.02149137088896125
cpu,0.0008839963481634526,0.11374122367101304,0.04860442733397498,0.11545510079413561,0.052425919895799415
going,0.0008826833975814888,0.10401203610832498,0.07491177414180301,0.09835064141722663,0.07815043959622273
map,0.0008782498173203739,0.03286526245402875,0.007485830392471394,0.0341410439150207,0.006295452078584608
setup,0.000876704389953913,0.058074222668004015,0.02165543792107796,0.05721848910608837,0.020514490394008468
create,0.0008755712399383766,0.030792377131394183,0.031119666345845363,0.03529491617457409,0.029523499403017475
add,0.0008673233157862651,0.034770979605483116,0.04085124585605818,0.03957103101880133,0.03375664821447954
synth,0.0008568984043905988,0.057221664994984954,0.04258902791145332,0.054265933618407654,0.044773689352002606
line,0.0008449937834750406,0.03199598796389168,0.04090471607314726,0.03257992262268377,0.03744708563985672
fine,0.000844412513291283,0.07853560682046139,0.08614051973051011,0.08613317043372022,0.08661673721914685
recently,0.0008394851178614599,0.07803410230692076,0.07828039781841514,0.07961718590918347,0.06935851514164768
pack,0.0008331092360950604,0.0671013039117352,0.04379210779595765,0.05864386072083079,0.051123412569195704
feel,0.0008302530867899711,0.03655967903711133,0.03825794032723773,0.036957849725106906,0.03728427222403126
synths,0.0008264659755944327,0.040621865596790374,0.023740776387552134,0.03461616778660151,0.025724519700423314
running,0.0008260311045838491,0.08455366098294885,0.0370548604427334,0.08389330075341071,0.03158580267014002
great,0.0008166917817571277,0.04317953861584754,0.03152069297401348,0.04174302586031358,0.028817974601107132
people,0.000814083635566455,0.06268806419257773,0.0700994546037857,0.06230910201588271,0.06186909801367633
presets,0.0008113839694329005,0.0399197592778335,0.05421880012832852,0.03461616778660151,0.05568218821230869
tutorial,0.0008101059042592766,0.04353059177532598,0.058549887712544116,0.038485033598045205,0.04982090524259199
bit,0.0008098469770896027,0.079839518555667,0.08549887712544113,0.09000203624516392,0.08075545424943015
maybe,0.0008083071704035269,0.07412236710130392,0.05790824510747514,0.07493382203217268,0.058612829697167045
come,0.0008026685071151422,0.08585757271815446,0.06865575874238049,0.07350845041743026,0.06056659068707262
actually,0.00080249995758455,0.04543630892678034,0.05004812319538017,0.042150274893097125,0.045262129599479
cut,0.0008019571849647408,0.023921765295887663,0.02975617581007379,0.02759112197108532,0.02963204168023445
knob,0.0008018698943021169,0.06850551654964895,0.0766762913057427,0.07717369171248219,0.06252035167697818
type,0.000797278713655323,0.033400200601805416,0.04459416105229387,0.03339442068825087,0.034190817323347444
getting,0.0007851145476710871,0.08976930792377132,0.06416426050689766,0.08124618204031765,0.07228915662650602
reason,0.0007825461450146329,0.058776328986960884,0.05838947706127687,0.055589492974954184,0.05405405405405406
let,0.0007623631398741926,0.12813826093665612,0.01710224328126157,0.13160409128643705,0.016657064849835933
laptop,0.0007551383550536769,0.09508525576730191,0.04667949951876805,0.10120138464671147,0.05144903940084663
push2,0.0007550690926512439,0.017151454363089267,0.0,0.020973325188352678,0.0
input,0.0007544049958532762,0.10300902708124374,0.06865575874238049,0.09814701690083485,0.07131227613155323
feature,0.000753689709302435,0.055065195586760284,0.03224254090471607,0.05396049684382,0.03028329534353631
advance,0.0007531310520423844,0.0653961885656971,0.04924606993904395,0.06841783750763591,0.05633344187561055
pc,0.0007520720121278359,0.08876629889669008,0.07074109720885467,0.0847077988189778,0.057635949202214265
mic,0.0007518952564662643,0.020294215981277165,0.028071863971767724,0.016697210344125434,0.030500379897970258
mapping,0.0007493731705021939,0.039518555667001,0.008020532563362208,0.03522704133577683,0.005861282969716704
thought,0.0007481057303487669,0.06439317953861584,0.04748155277510427,0.0600692323355732,0.040703353956366005
option,0.0007474594760613911,0.08214643931795386,0.0700994546037857,0.07615556913052332,0.052100293064148484
currently,0.0007460034721094392,0.05727181544633902,0.03208213025344883,0.05599674200773773,0.03907521979811136
machine,0.0007450878751038725,0.03450351053159478,0.01042669233237087,0.02687843616371411,0.0039075219798111365
thank,0.0007446070256573662,0.13981945837512538,0.10675328841835098,0.1416208511504785,0.10175838489091502
pretty,0.0007409020913797605,0.06940822467402206,0.0646454924606994,0.06353084911423336,0.05144903940084663
run,0.0007406006777932744,0.07683049147442327,0.03521013795316009,0.07880268784361637,0.034190817323347444
example,0.0007317887113206359,0.061885656970912736,0.06496631376323388,0.06556709427815109,0.06252035167697818
preset,0.0007210643735312894,0.032246740220661985,0.0465190888675008,0.027794746487477092,0.052425919895799415
button,0.0007179823365414263,0.08144433299899699,0.04539621430863009,0.07534107106495622,0.0429827417779225
post,0.0007163320787412851,0.05235707121364092,0.0534167468719923,0.04785176135206679,0.057635949202214265
figure,0.0007156586713154947,0.03635907723169508,0.029515559833172923,0.033699857462838524,0.027678280690328884
chord,0.0007156265285164062,0.04172517552657974,0.062078922040423486,0.05803298717165547,0.04395962227287528
kind,0.0007146845530526456,0.03445336008024072,0.034327879371190244,0.030238240684178377,0.03370237707587105
recorded,0.0007139053164162767,0.0559679037111334,0.04427333974975938,0.044186520057014865,0.045913383262780855
appreciated,0.0007113474118919276,0.07261785356068205,0.06881616939364774,0.06882508654041947,0.06056659068707262
day,0.0007053070890134984,0.0336342360414577,0.03288418350978505,0.033733794882237156,0.0325626831650928
instead,0.0007045436663094942,0.05045135406218656,0.05101058710298364,0.05294237426186113,0.04363399544122436
stuff,0.0007015516868509742,0.06369107321965897,0.0628809752967597,0.06536346976175932,0.06056659068707262
parameter,0.0007010858893061145,0.05386158475426279,0.0232595444337504,0.053349623294644676,0.015304461087593618
output,0.0006918980096115907,0.09628886659979939,0.05181264035931986,0.08063530849114234,0.05047215890589384
similar,0.0006899764557181116,0.04694082246740221,0.03865896695540584,0.04500101812258196,0.03777271247150765
old,0.0006897746522050832,0.05037612838515547,0.03745588707090151,0.05961107717369171,0.039238033213936825
little,0.0006818626732699001,0.05356068204613842,0.05614372794353545,0.05070250458155162,0.045913383262780855
serum,0.0006806787994098714,0.02978936810431294,0.03320500481231954,0.037874160048869884,0.030934549006838164
hard,0.0006801832175645417,0.04799398194583751,0.032643567532884186,0.05090612909794339,0.03191142950179095
bar,0.0006777469271139724,0.05797392176529589,0.04924606993904395,0.05396049684382,0.05665906870726148
save,0.000677404830431053,0.047342026078234706,0.046278472890599935,0.04164121360211769,0.04054054054054054
headphone,0.0006708253841444745,0.04844533600802407,0.05229387231312159,0.03868865811443698,0.048518397915988276
hit,0.0006693327169088109,0.023002340354396522,0.022938723131215914,0.021923572931514288,0.022793878215564962
mini,0.0006673883259624211,0.04212637913741224,0.023099133782483156,0.04724088780289147,0.026701400195376097
eq,0.0006644642691286889,0.02570210631895687,0.024582932306705167,0.024536754225208714,0.026945620319114294
signal,0.0006609748360703214,0.04964894684052156,0.025344882900224575,0.04866625941763388,0.02800390752197981
trap,0.000659221941896839,0.003811434302908726,0.016843118383060636,0.004479739360619018,0.01823510257245197
end,0.0006586884328180096,0.02518555667001003,0.02024382418992621,0.02520871512930157,0.022077499185932922
second,0.0006563777156420673,0.058876629889669005,0.05293551491819057,0.06251272653227448,0.052100293064148484
advice,0.000655232161223052,0.05115346038114343,0.04571703561116458,0.04805538586845856,0.03191142950179095
load,0.0006540664968171558,0.031614844533600805,0.03384664741738851,0.03343514559152922,0.030804298274177792
send,0.0006510897379545929,0.03049147442326981,0.01860763554700032,0.030815176813955066,0.01910344079018778
noise,0.0006509934753504406,0.0283851554663992,0.03673403914019891,0.03034005294237426,0.028655161185281667
software,0.0006490149755971293,0.06389167502507523,0.04299005453962143,0.06577071879454287,0.03874959296646044
wanted,0.0006485310309324528,0.044834503510531594,0.05309592556945781,0.04581551618814905,0.052100293064148484
specific,0.000646885938629562,0.02803410230692076,0.02510426692332371,0.027794746487477092,0.026701400195376097
compressor,0.0006364744139582924,0.022868605817452356,0.015559833172922682,0.02117694970474445,0.017583848909150115
turn,0.0006362862853764862,0.02896188565697091,0.01928938081488611,0.02718387293830177,0.01945620319114295
mean,0.0006351518299198462,0.0320962888665998,0.03737568174526788,0.03604153940134392,0.03809833930315858
point,0.0006344903672123865,0.05977933801404212,0.04700032082130253,0.05823661168804724,0.05437968088570498
producing,0.0006336065739255628,0.03029087261785356,0.03095925569457812,0.0246385664834046,0.03158580267014002
long,0.0006323295901353395,0.03921765295887663,0.03336541546358678,0.03807778456526166,0.03044610875936177
listen,0.0006320287323996304,0.015697091273821465,0.0232595444337504,0.014355528405620037,0.02067730380983393
beginner,0.0006288654827023186,0.022567703109327986,0.03849855630413859,0.021584198737528,0.03744708563985672
reverb,0.0006281377622033787,0.041023069207622866,0.0370548604427334,0.04581551618814905,0.04233148811462065
experience,0.000627673380109036,0.030792377131394183,0.01860763554700032,0.029627367135003056,0.021654184304786713
bought,0.000627042826468531,0.04674022066198596,0.05133140840551813,0.05640399104052128,0.03809833930315858
program,0.0006268500463503519,0.055466399197592775,0.05229387231312159,0.056811240073304826,0.043308368609573426
delay,0.0006265831954690707,0.05115346038114343,0.04844401668270773,0.06027285685196498,0.048518397915988276
missing,0.0006247206905088257,0.054964894684052155,0.03833814565287135,0.06169822846670739,0.035493324649951155
trigger,0.0006241625665688309,0.03470411233701103,0.01507860121912095,0.04031765424557117,0.009443178117876913
ram,0.0006239306989677357,0.05422935473085924,0.031814779168003425,0.05708273942849386,0.02800390752197981
look,0.0006178190350853709,0.06165162153126045,0.04945995080740028,0.06237697685467997,0.05231737761858244
wav,0.0006127110582325034,0.017477432296890673,0.021013795316008985,0.01863164324984728,0.022468251383914034
bad,0.000611123666831729,0.023069207622868605,0.036252807186397173,0.018529830991651394,0.029306414848583522
insert,0.0006044632327845724,0.009027081243731194,0.029194738530638434,0.008144980655670942,0.02474763920547053
started,0.000603349988292607,0.05205616850551655,0.061276868784087266,0.05579311749134596,0.05698469553891241
latency,0.0006032905293582322,0.08014042126379138,0.03769650304780237,0.101608633679495,0.02963204168023445
mode,0.0006026203808570495,0.034954864593781346,0.02165543792107796,0.0354306658521686,0.0162813415825464
library,0.000596983253269855,0.04172517552657974,0.023099133782483156,0.03909590714722053,0.02181699772061218
hope,0.0005954396940601369,0.026930792377131394,0.023820981713185755,0.025758501323559356,0.026701400195376097
driver,0.0005946774067332349,0.0600802407221665,0.04202759063201797,0.06271635104866626,0.03809833930315858
quality,0.0005932936558063106,0.025777331995987963,0.030317613089509143,0.026674811647322338,0.040703353956366005
recommend,0.0005925628068553073,0.020611835506519557,0.014116137311517485,0.018835267766239054,0.01742103549332465
learn,0.0005871186256077108,0.024205951186894014,0.0278579831034114,0.027625059390483948,0.028220992076413765
low,0.0005846150195088989,0.022204112337011032,0.01870789220404235,0.021329668092038283,0.017868772386844676
switch,0.0005840343253861063,0.023503844867937145,0.01668270773179339,0.0272178103577004,0.01443612286985781
buy,0.0005807706538253113,0.03941825476429288,0.03288418350978505,0.03807778456526166,0.032888309996743734
multiple,0.000580071869418088,0.044433299899699095,0.04122553737568174,0.05172062716351049,0.03614457831325301
far,0.0005797761110314558,0.04232698094282848,0.030638434392043633,0.04520464263897373,0.02637577336372517
available,0.0005795142342665547,0.021664994984954864,0.012672441450112287,0.02443494196701283,0.009443178117876913
tell,0.0005750475904093185,0.02708124373119358,0.032402951555983314,0.03176542455711668,0.032888309996743734
kinda,0.0005723608140314885,0.016850551654964893,0.02438241899262111,0.014660965180207697,0.024422012373819604
suggestion,0.0005723246244085569,0.034102306920762285,0.03144048764837985,0.03767053553247811,0.028980788016932595
tempo,0.0005719271806484989,0.05697091273821464,0.04812319538017324,0.05131337813072694,0.052425919895799415
process,0.0005696501208753066,0.026613172851889,0.02085338466474174,0.027149935518903143,0.02181699772061218
mp3,0.0005694963714409734,0.01424272818455366,0.03994225216554379,0.016289961311341885,0.040703353956366005
basically,0.0005693272914320131,0.043931795386158476,0.04266923323708694,0.04540826715536551,0.03614457831325301
stop,0.0005634056525708058,0.03029087261785356,0.034167468719923,0.02972917939319894,0.03402800390752198
workflow,0.0005623956718235584,0.04543630892678034,0.029836381135707413,0.04153940134392181,0.023445131878866817
learning,0.0005569684820120609,0.027482447342026078,0.030798845043310877,0.03522704133577683,0.029306414848583522
wanna,0.0005563885342434019,0.016649949849548647,0.030317613089509143,0.01486458969659947,0.030608922175187236
place,0.0005548632161280431,0.024674022066198596,0.022617901828681425,0.026471187130930565,0.02751546727450342
